CAEN Rev.2  (activitati ale economiei nationale), Clase de marime, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Miliarde lei  lei RON  mii lei RON milioane lei RON (incepand cu 2005), Valoare
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Gorj, Anul 2017, Milioane lei RON, 260
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Gorj, Anul 2018, Milioane lei RON, 304
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Gorj, Anul 2019, Milioane lei RON, 400
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Gorj, Anul 2020, Milioane lei RON, 490
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Gorj, Anul 2021, Milioane lei RON, 574
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Gorj, Anul 2022, Milioane lei RON, 733
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Gorj, Anul 2023, Milioane lei RON, 858
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Gorj, Anul 2024, Milioane lei RON, 911
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Mehedinti, Anul 2008, Milioane lei RON, 187
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Mehedinti, Anul 2009, Milioane lei RON, 185
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Mehedinti, Anul 2010, Milioane lei RON, 138
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Mehedinti, Anul 2011, Milioane lei RON, 139
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Mehedinti, Anul 2012, Milioane lei RON, 160
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Mehedinti, Anul 2013, Milioane lei RON, 147
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Mehedinti, Anul 2014, Milioane lei RON, 124
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Mehedinti, Anul 2015, Milioane lei RON, 138
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Mehedinti, Anul 2016, Milioane lei RON, 142
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Mehedinti, Anul 2017, Milioane lei RON, 170
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Mehedinti, Anul 2018, Milioane lei RON, 192
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Mehedinti, Anul 2019, Milioane lei RON, 220
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Mehedinti, Anul 2020, Milioane lei RON, 249
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Mehedinti, Anul 2021, Milioane lei RON, 294
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Mehedinti, Anul 2022, Milioane lei RON, 343
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Mehedinti, Anul 2023, Milioane lei RON, 458
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Mehedinti, Anul 2024, Milioane lei RON, 459
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Olt, Anul 2008, Milioane lei RON, 143
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Olt, Anul 2009, Milioane lei RON, 144
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Olt, Anul 2010, Milioane lei RON, 172
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Olt, Anul 2011, Milioane lei RON, 200
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Olt, Anul 2012, Milioane lei RON, 202
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Olt, Anul 2013, Milioane lei RON, 192
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Olt, Anul 2014, Milioane lei RON, 215
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Olt, Anul 2015, Milioane lei RON, 229
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Olt, Anul 2016, Milioane lei RON, 256
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Olt, Anul 2017, Milioane lei RON, 282
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Olt, Anul 2018, Milioane lei RON, 317
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Olt, Anul 2019, Milioane lei RON, 336
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Olt, Anul 2020, Milioane lei RON, 329
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Olt, Anul 2021, Milioane lei RON, 432
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Olt, Anul 2022, Milioane lei RON, 493
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Olt, Anul 2023, Milioane lei RON, 612
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Olt, Anul 2024, Milioane lei RON, 680
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Valcea, Anul 2008, Milioane lei RON, 275
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Valcea, Anul 2009, Milioane lei RON, 320
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Valcea, Anul 2010, Milioane lei RON, 315
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Valcea, Anul 2011, Milioane lei RON, 301
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Valcea, Anul 2012, Milioane lei RON, 392
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Valcea, Anul 2013, Milioane lei RON, 336
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Valcea, Anul 2014, Milioane lei RON, 399
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Valcea, Anul 2015, Milioane lei RON, 469
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Valcea, Anul 2016, Milioane lei RON, 483
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Valcea, Anul 2017, Milioane lei RON, 462
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Valcea, Anul 2018, Milioane lei RON, 602
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Valcea, Anul 2019, Milioane lei RON, 618
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Valcea, Anul 2020, Milioane lei RON, 615
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Valcea, Anul 2021, Milioane lei RON, 678
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Valcea, Anul 2022, Milioane lei RON, 789
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Valcea, Anul 2023, Milioane lei RON, 955
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Valcea, Anul 2024, Milioane lei RON, 830
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Arad, Anul 2008, Milioane lei RON, 588
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Arad, Anul 2009, Milioane lei RON, 577
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Arad, Anul 2010, Milioane lei RON, 603
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Arad, Anul 2011, Milioane lei RON, 615
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Arad, Anul 2012, Milioane lei RON, 696
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Arad, Anul 2013, Milioane lei RON, 857
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Arad, Anul 2014, Milioane lei RON, 888
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Arad, Anul 2015, Milioane lei RON, 839
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Arad, Anul 2016, Milioane lei RON, 858
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Arad, Anul 2017, Milioane lei RON, 878
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Arad, Anul 2018, Milioane lei RON, 1084
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Arad, Anul 2019, Milioane lei RON, 1154
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Arad, Anul 2020, Milioane lei RON, 1165
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Arad, Anul 2021, Milioane lei RON, 1350
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Arad, Anul 2022, Milioane lei RON, 1442
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Arad, Anul 2023, Milioane lei RON, 1632
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Arad, Anul 2024, Milioane lei RON, 1772
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Caras-Severin, Anul 2008, Milioane lei RON, 193
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Caras-Severin, Anul 2009, Milioane lei RON, 192
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Caras-Severin, Anul 2010, Milioane lei RON, 193
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Caras-Severin, Anul 2011, Milioane lei RON, 297
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Caras-Severin, Anul 2012, Milioane lei RON, 339
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Caras-Severin, Anul 2013, Milioane lei RON, 354
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Caras-Severin, Anul 2014, Milioane lei RON, 326
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Caras-Severin, Anul 2015, Milioane lei RON, 261
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Caras-Severin, Anul 2016, Milioane lei RON, 276
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Caras-Severin, Anul 2017, Milioane lei RON, 306
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Caras-Severin, Anul 2018, Milioane lei RON, 262
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Caras-Severin, Anul 2019, Milioane lei RON, 295
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Caras-Severin, Anul 2020, Milioane lei RON, 310
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Caras-Severin, Anul 2021, Milioane lei RON, 330
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Caras-Severin, Anul 2022, Milioane lei RON, 389
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Caras-Severin, Anul 2023, Milioane lei RON, 465
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Caras-Severin, Anul 2024, Milioane lei RON, 484
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Hunedoara, Anul 2008, Milioane lei RON, 406
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Hunedoara, Anul 2009, Milioane lei RON, 376
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Hunedoara, Anul 2010, Milioane lei RON, 371
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Hunedoara, Anul 2011, Milioane lei RON, 412
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Hunedoara, Anul 2012, Milioane lei RON, 391
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Hunedoara, Anul 2013, Milioane lei RON, 371
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Hunedoara, Anul 2014, Milioane lei RON, 438
